close_time,symbol,side,entry_price,exit_price,qty,invested_notional,gross_pnl_usdt,fees_usdt,net_pnl_usdt,net_pnl_pct,dca_count,holding_time_sec,mfe_pct,mae_pct,exit_reason,tp_hit,smart_exit,manual_exit,hard_stop,entry_regime,exit_regime,entry_confidence,entry_risk_score,entry_success_prob,entry_tp_hit_prob,reward,final_outcome,exit_order_id,smart_exit_agree_count,smart_exit_required_agree,smart_exit_signals_fired,smart_exit_dca_distance_pct
2026-08-09 14:59:40 UTC,SOLUSDT,LONG,76.74000000000001,76.97,1.04,79.80960000000002,0.2392,0.03201952,0.20718048,0.0025959343236903825,0,1484.7842450141907,0.003192598384154161,0.0003257753453219401,take_profit,True,False,False,False,SIDEWAYS,SIDEWAYS,0.0,0.0,0.5,0.5,0.12130471148272069,win,4179578669,,,,
2026-08-09 15:46:37 UTC,SOLUSDT,LONG,76.99,77.17,1.03,79.2997,0.1854,0.06351392,0.12188608000000001,0.0015370307832186,0,614.117992401123,0.0038316664501883584,6.494349915567544e-05,profit_lock,False,False,False,False,SIDEWAYS,SIDEWAYS,0.4987499999999955,0.12499999999999999,0.5,7.615295466976476e-232,0.061058443249288614,win,4179605960,,,,
